,评论ID,评论内容,用户情绪
2191,25515,果然是做大了，以前的外网链接还有什么保存代码功能都不对免费用户开放了呵呵，对免费用户一点也不友好,0.0
2192,25518,gcc xxx.c -o xxx\ng++ xxx.cpp,1.0
2193,25521,基础要扎实,1.0
2194,25524,没网络环境，无法进行。,0.0
2195,25530,这样学习很形象，也能集中注意力,1.0
2196,25533,在Linux中怎么输入不了中文,0.0
2197,25536,很简单易懂。,1.0
2198,25539,very good!!get a lot!,0.0
2199,25542,233,1.0
2200,25548,对很多命令进行说明就更好理解了。,0.0
2201,25554,算法表示很难，什么都写不出来,0.0
2202,25557,这个实验适合python基础学完的同学看看，python基础不牢固的就不用看，这里面有讲传输的内容。,0.0
2203,25560,实验内容都实现了，但教机器学习的过程还是挺难的。,0.0
2204,25563,学习比较基础，对已经掌握的人来说是一个很好的回顾，很好,1.0
2205,25566,我觉得这里面的编辑器不好用啊，老是乱跳。,0.0
2206,25569,实验里的速度太慢了，我已经是会员了，实在是没办法学习啊,0.0
2207,25572,对初学者来讲非常不错。,1.0
2208,25575,对初学者来讲非常不错，简单明了，又可以动手。,1.0
2209,25578,挺好的，做出来后，有一种成就感，好开心。,0.0
2210,25584,很好的平台，继续加油,1.0
2211,25587,好多东西好记啊,1.0
2212,25590,遇到很多问题不知道如何解决,0.0
2213,25593,suck mu big dick,0.0
2214,25596,实验环境还不太会用,1.0
2215,25599,= =。。,1.0
2216,25605,网络太差了,0.0
2217,25608,git 简单操作,0.0
2218,25617,还不错,1.0
2219,25620,太棒了,1.0
2220,25623,不错,1.0
2221,25626,太喜欢了,1.0
2222,25629,坚持每天学习，提升自己能力,1.0
2223,25632,不会用啊啊啊,0.0
2224,25635,有些还是没有明白,0.0
2225,25641,重新复习一下，温故而知新，不错，你们讲得很好。,1.0
2226,25644,自控力不强，有没有学友一起学啊,0.0
2227,25647,实验没有完成，因为非常重要的命令无法执行，此次体验很不好，希望尽快解决。我使用了IE和火狐两种浏览器，都存在同样问题，我认为不是浏览器问题。,1.0
2228,25650,很好，谢谢,1.0
2229,25656,学习体验非常不错,1.0
2230,25659,界面很好用，能实时上手练习，赞一个！,1.0
2231,25662,实验平台比较靠谱 只是学习的东西还是比较多的 需要有一定基础 Linux 内核 和ubuntu 交换文件失败 不清楚原因，最终实验环境被自己搞坏了,1.0
2232,25665,不错,1.0
2233,25668,学到了书上不透彻的知识,0.0
2234,25674,太好用了 要好好学习了,1.0
2235,25680,第三课看了半天也没看到怎么用sudo新建文件，文档里面没说啊！,0.0
2236,25683,初步对swift 有了个基本的认识,0.0
2237,25686,还是没学会git。。。我怎么这么笨呢,0.0
2238,25689,实验平台很棒！加油做下去！么么哒！,1.0
2239,25698,会卡,0.0
2240,25701,今天熟悉了基本的find和whereis命令~~ 基础操作也熟悉了不少~~ 加油坚持一点点~~\n我的一万小时梦想~~~  成为马跑泉最牛的大数据讲师！！,1.0
2241,25707,都是基本的操作,1.0
2242,25710,非常棒，我会继续努力的！,1.0
2243,25713,不好意思，linux不会用，我先去学linux吧,1.0
2244,25719,很方便很赞,1.0
2245,25725,全新的体验。,1.0
2246,25731,挺不错的,1.0
2247,25734,很好,1.0
2248,25737,"安装Pillow失败了，QAQ,Linux不熟悉啊",0.0
2249,25740,这能算是进阶吗？依然属于基础部分吧！,0.0
2250,25743,键盘冲突 放弃实验,0.0
2251,25746,cat有了更加多的熟悉，知道了更多的用法,0.0
2252,25749,很好,1.0
2253,25752,饿了，吃完饭接着练,0.0
2254,25755,饿了，吃完饭接着练,0.0
2255,25758,饿了，吃完饭接着练,0.0
2256,25761,"我想说,这个实验室666",0.0
2257,25764,"也许是因为shell脚本的用法本身就设计得很乱, 真心不好学,没有系统性.真是佩服那些shell大神们.",0.0
2258,25767,gitgit,1.0
2259,25770,厉害了word哥,0.0
2260,25773,赞，希望越来越好用,1.0
2261,25788,很好很好,1.0
2262,25791,对于字符串格式化的用法还不是很清楚,0.0
2263,25794,haixing,1.0
2264,25797,刚开始还算流畅，到后面越来越卡。,1.0
2265,25803,跟python语言一样简洁明了,1.0
2266,25806,gitgit,1.0
2267,25809,很好，浅显易懂！！,1.0
2268,25812,不知道该干啥,0.0
2269,25815,赞，大爱实验楼，真的很好！,1.0
2270,25821,很方便学习，但是里面的一些命令没有解释，不过还是很好的,0.0
2271,25827,"代码根本无法敲,心好累",1.0
2272,25845,"好坑,一个代码都敲不出来",0.0
2273,25848,very good,1.0
2274,25851,键入反应有些慢，用的是Linux系统有些不适应，整体挺好的，自己尝试动手才能有所进步,0.0
2275,25854,阿里云的虚拟Linux环境速度挺赞的,1.0
2276,25857,内容很好，可是速度能不能再快一点点呢？,0.0
2277,25860,挺好的哈哈哈,1.0
2278,25863,啦啦啦啦啦啦,1.0
2279,25869,非常好的实验环境！无法与伦比的体验感受。期望可以更加改进！,1.0
2280,25878,很棒的网站！！,1.0
2281,25881,挺有意思的,1.0
2282,25884,下载Flash出现错误，望修正,0.0
2283,25887,figlet -p < /path/to/file，是应该写为figlet -p < /path/to/home/shiyanlou/吗？教程很好 谢谢雷锋,1.0
2284,25893,实验很简单  按照步骤一步一步的进行就可以了,0.0
2285,25899,初次感受很不错，会继续学习的，good,1.0
2286,25902,简历编辑不了,0.0
2287,25905,非常好，尤其是在root文件夹里面调整文件权限，有趣！,1.0
2288,25911,so good \n\nsudo apt-get update\nsudo apt-get install banner\n\nterminal 终端是/dev/tty ： ctrl+alt+F1~6交换6种终端，ctrl+alt+F7退出终端\nshell 用户交互界面 bash csh ksh zsh,1.0
2289,25914,。。。,1.0
2290,25917,不错,1.0
2291,25920,很好,1.0
2292,25923,环境有时候有点卡，其它都还好。,0.0
2293,25926,还好,1.0
2294,25932,好好好,1.0
2295,25935,从没想过c还能做游戏,1.0
2296,25941,卡比,1.0
2297,25947,跟着走，但完全不懂什么意思。字符、标点、空格等，完全没搞懂。,0.0
2298,25950,很好！,1.0
2299,25953,课程不错，讲解到位。除了环境稍微有些（新开几次机器就行）问题其他都很好。,1.0
2300,25956,ok,1.0
2301,25959,这个实验楼真的是好，我以后会好好的练习，学习的。谢谢！！！,1.0
2302,25971,很简单,1.0
2303,25974,ok,1.0
2304,25980,很好，有很多基础的东西,1.0
2305,25983,"真好,可以动手实验，在线一点都不卡",1.0
2306,25989,学了touch及快捷方式，vi编辑命令还是记不住。。,1.0
2307,25992,不错,1.0
2308,25995,gcc -o 1-1 1-1.c 生成可执行文件失败，不知道为什么，都明明成功保存1-1.c文件  hello world了,1.0
2309,25998,收获还是很大的，以前对linux的应用非常少，现在慢慢学着,0.0
2310,26001,第一次用liunx 感觉还不错的,1.0
2311,26004,挺有趣,1.0
2312,26007,好棒！不过touch_love{1..10}_linux 练习那好几个没给出具体用法呢，像[1..10]怎么用我还没试，汗颜,1.0
2313,26010,great,1.0
2314,26013,有效学习时间怎么算的啊,0.0
2315,26016,还好吧,1.0
2316,26019,输入法怎么切换？？？,0.0
2317,26025,属于入门级的实验教程。。还不错，明天继续学习,1.0
2318,26028,还好,1.0
2319,26031,亲 ，不是实验吧,0.0
2320,26034,体验非常好！赞！！,1.0
2321,26037,明天再说 嘻嘻,1.0
2322,26040,Perfect！Fighting！,1.0
2323,26043,很好！,1.0
2324,26049,自主学习，十分有价值，丰富了我对Linux的理解,0.0
2325,26055,挺好的,1.0
2326,26058,可能与我的网络有关，有时编写代码时会卡住。哎。。。,0.0
2327,26061,ok,1.0
2328,26064,挺不错的。,1.0
2329,26067,第一次使用，感覺實驗内容挺好的，但是建議可以直接在自己的電腦上進行操作,0.0
2330,26070,重拾Python,1.0
2331,26073,不错，下午接着学。。。,1.0
2332,26076,学习了基本的express的用法和模版渲染,1.0
2333,26085,做的很细心，只是实验环境中敲空格键，左侧的文档也会下滑，希望改善,0.0
2334,26088,start!,1.0
2335,26091,可以额,1.0
2336,26094,学的不错,1.0
2337,26097,不错的,1.0
2338,26106,just began,1.0
2339,26112,感觉不错,1.0
2340,26115,环境变量还是有点不懂，要记的东西好多，不过慢慢来吧,0.0
2341,26118,practice makes perfect,0.0
2342,26121,实验还是不错的，中途有事中断了，有些遗憾,0.0
2343,26124,第一次接触都不知道是干嘛的.看到后面才知道后面要敲的代码,0.0
2344,26127,很棒的网站  会常来！！！,1.0
2345,26130,不错，实验楼的熟读还是非常快的,1.0
2346,26133,最后运行通过了，但是找不到输出文件在哪里。。。,0.0
2347,26142,有效学习时间的统计不科学！,0.0
2348,26151,效率,1.0
2349,26154,nimab,1.0
2350,26157,还行,1.0
2351,26163,哦,1.0
2352,26166,略抽象，熟练掌握后可能会大幅提高效率。,0.0
2353,26169,不错,1.0
2354,26172,好！,1.0
2355,26175,虚拟机编辑器居然没有编译功能和自动补全功能，还不如codeblocks,0.0
2356,26178,虚拟机编辑器居然没有编译功能和自动补全功能，还不如codeblocks,0.0
2357,26190,还不错挺基础的,1.0
2358,26193,实验很快乐，我爱上实验了，尤其是Linux系统。,0.0
2359,26196,cool~,1.0
2360,26199,电脑关机两次了,0.0
2361,26211,好难，看不懂！！！,1.0
2362,26217,效率,1.0
2363,26226,心累，一直咳嗽，看来身体好才是硬道理,1.0
2364,26229,这事python2.7的环境，希望可以推出3.x的环境，或者多加一些2.x和3.x的对比说明。,1.0
2365,26238,还可以,1.0
2366,26253,继续,1.0
2367,26256,不知所云，实验思路不清晰,0.0
2368,26262,Linux很好玩，需要进一步熟悉环境,1.0
2369,26271,学得有点耗时,0.0
2370,26274,"omoxilaoyi,很有趣！",1.0
2371,26280,很不错，找到了我想要的,1.0
2372,26283,Good! Interesting!,1.0
2373,26295,有用，线程有用,1.0
2374,26298,过于简单，只是一个知识点的介绍，应该穿插一些小一点的项目在里面,0.0
2375,26301,的v,1.0
2376,26304,能介绍些技巧就好了,1.0
2377,26307,慢慢来,1.0
2378,26310,简单易行,1.0
2379,26313,查找和替换不是看得太懂,0.0
2380,26316,不错,1.0
2381,26319,好棒,1.0
2382,26325,很好,1.0
2383,26328,第一次接触Linux环境有个问题是在终端中显示了文件保存后不能继续使用命令行了怎么办,0.0
2384,26334,直观有趣，最后面的作业可以玩玩,1.0
2385,26337,刚开始，熟悉一下环境,1.0
2386,26343,好卡,1.0
2387,26346,第一次来，感觉还不错。,1.0
2388,26349,不错,1.0
2389,26352,很不错的讲解，受教了,1.0
2390,26355,不是很明白，估计没有python基础吧,0.0
2391,26358,有需要在来看吧,0.0
2392,26361,并不怎么懂   ，不希望直接照着代码敲,0.0
2393,26364,感谢老师让我做了这么有意义的实验hhhhhh,0.0
2394,26367,挺好的,1.0
2395,26373,第一次，在这个环境下学习软件，很不错的体验，谢谢你们。,1.0
2396,26376,玩掉了 呜呜~~,1.0
2397,26379,挺好的,1.0
2398,26382,网络环境非常差，基础服务无法下载,1.0
2399,26400,挺不错的，感觉很适合学习Linux-_-,1.0
2400,26403,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚,0.0
2401,26406,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚,0.0
2402,26409,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚,0.0
2403,26412,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚,0.0
2404,26415,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚,0.0
2405,26418,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚,0.0
2406,26421,照着代码抄了一遍，有些地方还是有点不懂,0.0
2407,26424,桌面环境有点慢，命令环境还可以,1.0
2408,26427,实验的环境不熟悉浪费了许多时间，应该好好熟悉环境。,0.0
2409,26430,feel so good,0.0
2410,26433,是一个文本处理范例，可以用于学习马尔科夫链随机文本生成。但程序效果一般，比较粗糙,1.0
2411,26439,very good experience,0.0
2412,26442,加油,1.0
2413,26445,在spark的官网上学习过，不过在这里做做练习还是很有帮助的,1.0
2414,26448,不错！,1.0
2415,26451,好厉害，以后还想在这里学习,1.0
2416,26454,太晚了，有时间下次试一试,1.0
2417,26457,是个入门的好实验呢。,1.0
2418,26463,haoahoa \\,1.0
2419,26466,进不去啊,1.0
2420,26493,基本了解。,1.0
2421,26499,试验中建立了代码库，但是试验后不能push代码,0.0
2422,26502,试验中建立了代码库，但是试验后不能push代码,0.0
2423,26505,试验中建立了代码库，但是试验后不能push代码,0.0
2424,26508,试验中建立了代码库，但是试验后不能push代码,0.0
2425,26511,不错,1.0
2426,26514,good,1.0
2427,26517,git 需要init,0.0
2428,26520,太好用了,1.0
2429,26523,熟悉vim命令，操作还是很方便的,1.0
2430,26526,小白的我慢慢来吧，,1.0
2431,26532,非常好！,1.0
2432,26535,Linux操作不熟悉，为什么一定用这个模式学习,0.0
2433,26538,我之前有学过c，而这次是在linux的操作环境下执行c语言，是一种崭新的体验，但是实验楼的功能键操作的还不好，再接再厉,1.0
2434,26541,不知道怎么操作,0.0
2435,26547,挺好的,1.0
2436,26550,这次的内容有点多，要再消化消化,0.0
2437,26553,还是先在下面吧index、login、logout、register写好再做实验的好,1.0
2438,26556,aa,1.0
2439,26559,眼睛酸,1.0
2440,26562,挺好,1.0
2441,26577,有难度，还需努力,1.0
2442,26583,认识sudo apt-get install 和update 命令,0.0
2443,26586,我爱实验，觉得实验帮助我提高了编程能力，谢谢老师谢谢实验楼这个平台，觉得linux 系统操作起来比较方便简单有助于学习和编程。,1.0
2444,26589,初识Linux系统，不错,1.0
2445,26598,挺简单的,1.0
2446,26607,不错,1.0
2447,26610,完成第一节,1.0
2448,26613,很有用,1.0
2449,26616,好厉害呀，不过就是修改代码时有点不方便,0.0
2450,26619,终于做完了，非常有领悟！！！！！！,0.0
2451,26622,为什么我输入出来的和教学的不一样呢？,0.0
2452,26625,网速不好,0.0
2453,26628,方法三介绍看不懂，返回t并没有说明返回到哪里。,0.0
2454,26631,比较轻松的一次实验，我爱实验楼，谢谢张华老师给我的这次实验机会。,1.0
2455,26640,不错不错,1.0
2456,26643,实验是越来越难，可以对应呀,0.0
2457,26646,有收获,0.0
2458,26649,mark,1.0
2459,26652,banner 挺好玩的。,1.0
2460,26661,学会了安装linux应用,0.0
2461,26664,真赞,1.0
2462,26670,停电了吗？什么都看不见。谁推我下水的，是让我学游泳还是水底捡海藻？,0.0
2463,26673,"#coding=utf-8\ndef isLeapyear(year,month,day):\n\tif year%4 == 0:\n\t\tprint('this is a leap year')\n\telse:\n\t\tprint('this is a normal year')\t\nisLeapyear(2004,1,1)",1.0
2464,26679,还不错哦,1.0
2465,26682,入入门,1.0
2466,26688,好多不会的,0.0
2467,26691,哇哦,1.0
2468,26694,more practice more powerful,0.0
2469,26700,环境有点卡，老是崩溃掉,0.0
2470,26703,希望自己能坚持下去，1年后回头看自己,1.0
2471,26706,下次测试,1.0
2472,26709,更加了解linUx,1.0
2473,26718,实验虽简单，但是有小收获了。,0.0
2474,26721,又进一步！！！,1.0
2475,26724,十分感谢，一个小时的学习很有收获 。,1.0
2476,26727,"#coding utf-8\n\nf = open(""record.txt"",""r+"")\nfor line in f.readlines():\n\tf.write(line)",1.0
2477,26730,比较基础,1.0
2478,26733,touch great_experience.txt,0.0
2479,26739,实验楼的实验证实不错。,1.0
2480,26742,henhao,1.0
2481,26745,第三题就是做不出正确答案，真烦。,0.0
2482,26748,enen,1.0
2483,26751,一步步前进,1.0
2484,26754,还可以，就是刚入门，好多还不懂。,1.0
2485,26757,需要打得字太多了,0.0
2486,26763,很好   感觉不错,1.0
2487,26766,不错哦,1.0
2488,26772,挺不错的在线学习系统，值得使用。,1.0
2489,26775,棒,1.0
2490,26778,第一次真正开始实验，使用gcc,1.0
2491,26781,刚刚学习！,1.0
2492,26784,"Mark, thank you.",0.0
2493,26787,good,1.0
2494,26790,实验有很多命令是不懂的，但是没关系，一点一点去查吧,0.0
2495,26793,不错哦，希望多一点这些方面的,1.0
2496,26796,简单易学，系统也很好用！！！,1.0
2497,26799,新手，懵懵的！,1.0
2498,26802,vimtutor,1.0
2499,26805,good,1.0
2500,26814,蛮好,1.0
2501,26820,完成这个实验，不仅是做完了作业，更学到了计算方法以及linux系统的基础知识。,0.0
2502,26823,"联系gedit,gcc使用",0.0
2503,26826,git clone,1.0
2504,26829,6和1的识别总是出错,1.0
2505,26835,前面还好，后面的实验没有做成功，有些话不理解，再试试！！,0.0
2506,26841,初步了解了html是什么~~偶是小白~~,1.0
2507,26844,最后那个实验很有趣~,1.0
2508,26847,简明实用，第一次使用实验楼！,1.0
2509,26850,终于搞懂用户名创建的文件的创建了！！,1.0
2510,26853,这个是真的好！！！！,1.0
2511,26856,系统给出的虚拟环境有很大的卡顿，不是非常好用，希望能解决这个bug,0.0
2512,26859,好玩，就是移动窗口有点卡,0.0
2513,26862,很好,1.0
2514,26865,"public calss practide {\n  public static void main(String[] args){\n  System.out.println(""实验楼最棒！"");\n}\n}",1.0
2515,26868,每天坚持一点点啦,1.0
2516,26874,加油,1.0
2517,26880,well,1.0
2518,26883,非常好,1.0
2519,26886,很不错,1.0
2520,26904,很好！,1.0
2521,26907,教程和实验环境不同,1.0
2522,26913,简洁易懂,1.0
2523,26916,有收获，关于touch {}和man 1 那一段。,0.0
2524,26919,很不错，自带编译器，省去好多麻烦,1.0
2525,26922,写实验报告时，回车不能换行,0.0
2526,26925,方便快捷的学习平台，超级喜欢,1.0
2527,26928,方便快捷的学习平台，超级喜欢,1.0
2528,26931,还是比较粗浅,1.0
2529,26934,test,1.0
2530,26940,很 好  基础容易上手,0.0
2531,26946,很有意思,1.0
2532,26949,很好，对于新手很适合,1.0
2533,26952,实验非常实用，多动手才是学习语言的正确方法！,0.0
2534,26958,666666666,1.0
2535,26961,第一次完成了  Hello world的C语言编程，并且成功编译执行  得到输出结果  Hello World 很开心，而且很热爱开源项目，感谢那些为开源做出贡献的先驱！,1.0
2536,26964,"有的时候操作了一遍,但是对原理的理解还是不是很好",0.0
2537,26967,确实太过基础，还有很多知识点没有涉及到。不过粗略的过一遍，能起到复习巩固的作用，不建议初学者用这个学习。,0.0
2538,26970,还不错啊,1.0
2539,26973,挺好~~,1.0
2540,26976,bucuo,1.0
2541,26979,不错,1.0
2542,26982,非常棒的实验环境和学习方式，相见恨晚啊,1.0
2543,26988,很早之前就听说mongodb   今天有幸在这里学习到，很好的平台 NoSQL   不仅仅是SQL ！！,1.0
2544,26991,好,1.0
2545,27000,嗯，这里学习真的挺好，问题也会及时的从邮箱里解答，不错,1.0
2546,27003,=-=,1.0
2547,27006,学好很多新知识,1.0
2548,27015,easy,1.0
2549,27018,很有趣的实验,1.0
2550,27024,interesting,1.0
2551,27027,加油,1.0
2552,27030,没有准备充分，希望在做些理论学习再继续试验,1.0
2553,27033,good,1.0
2554,27036,linux的压缩和解压缩学习,1.0
2555,27039,实验机很好用,1.0
2556,27042,不错 就是有点卡 可能是电脑配置问题,0.0
2557,27048,搞半天都不知道你家在干什么,0.0
2558,27051,继续学习,1.0
2559,27054,终于弄明白怎么玩了！,0.0
2560,27057,为什么才算我7分钟。。。,1.0
2561,27063,第一次使用，感觉挺不错的，不过实践的过程中发生了错误，可能是python的模块问题，赶脚网站的UI还有提升的空间吧,1.0
2562,27066,第一次使用，感觉挺不错的，不过实践的过程中发生了错误，可能是python的模块问题，赶脚网站的UI还有提升的空间吧,1.0
2563,27069,很棒哈，就是之前学的版本都没有用到，哈哈！！！,0.0
2564,27075,我会再回来的,0.0
2565,27078,没基础，看起来好难啊！,0.0
2566,27081,没基础，看起来好难啊！,0.0
2567,27087,有点蒙,0.0
2568,27090,学习的开始，希望能继续下去。,1.0
2569,27093,为什么解压不了？,0.0
2570,27096,感觉不错,1.0
2571,27099,感觉不错,1.0
2572,27102,感觉不错,1.0
2573,27105,我准备从头来将linux再学习一遍，我已经离不开命令行了,1.0
2574,27108,well done.,0.0
2575,27111,henhao de,1.0
2576,27117,不错~,1.0
2577,27123,挺好的，就是有时候环境老卡。可能是网络不好,0.0
2578,27126,"学习了正则表达式的基本知识，及如何在 grep, sed，awk中使用正则，了解了非常强大的文本处理工具sed和awk",1.0
2579,27129,实验环境不能运行,0.0
2580,27132,实验环境没有xlsx 包，自行安装也无法安装,0.0
2581,27135,vim 学习主要靠练习。。。。不过这才干涉到，linux比Windows强大多了！！！！！,1.0
2582,27156,第三个个好，比较准确,1.0
2583,27159,该节内容已经学过，简单操作熟悉实验楼环境,0.0
2584,27162,good,1.0
2585,27165,在很多任务流程上bug非常多，并且不好查资料。\n浪费很多学生的时间，\n建议实验楼先自己过一次流程然后再放上去。\n学习的人越多，浪费再bug上的时间就越多。,1.0
2586,27171,第一次用，不知道怎么高,1.0
2587,27177,seems good,1.0
2588,27186,测试评论1,1.0
2589,27189,学会做计算器啦,1.0
2590,27192,haibucuo,1.0
2591,27195,太鸡巴好了,0.0
2592,27201,不错,1.0
2593,27204,非常好,1.0
2594,27207,好,1.0
2595,27210,虽然简单，但有些地方还没搞懂，明天跟同学讨论一下,0.0
2596,27213,实验界面直接卡死。。。,1.0
2597,27216,已完成,1.0
2598,27219,Well played,1.0
2599,27222,挺好玩，,1.0
2600,27225,已完成,1.0
2601,27228,very good,1.0
2602,27231,学到了一些Ubuntu命令...,0.0
2603,27237,very good,1.0
2604,27240,有事中断 了，环境还不错，和Xshell差不多，教程很详细,1.0
2605,27243,学习了简单的目录结构执行命令，然而有些还是记不全。还是得多操作,0.0
2606,27246,每天一小时，收获不错~,1.0
2607,27252,太卡  卡死之后  只能选择停止实验，重来  希望能提一下速，谢谢,1.0
2608,27255,针对很不错，省得我还要自己搭建虚拟机实验环境,1.0
2609,27258,不错，言简意赅,1.0
2610,27261,不错,1.0
2611,27267,很好很强大！！,1.0
2612,27273,日志系统,0.0
2613,27279,真的很有思路,1.0
2614,27285,实验楼 挺好的,1.0
2615,27288,很赞,1.0
2616,27297,感觉好神奇，还没有去思考里面的原理。想着可以来做一个彩色的,0.0
2617,27300,有点懵,0.0
2618,27309,基础,1.0
2619,27312,复习vim-1,1.0
2620,27315,教程不详细；剪贴板好恶心，以前可以用快捷键的。,0.0
2621,27318,已完成,1.0
2622,27321,新手入门教程很适合。,1.0
2623,27324,虽然我没有自己做，直接wget了程序和测试视频，看看效果挺好玩哒~~~,0.0
2624,27327,good,1.0
2625,27330,所以创建出来的Hello world到底在哪里。。。,1.0
2626,27333,这里看到的和课堂上的学到的有部分区别。觉得有细节上的区别。,1.0
2627,27336,复习vim-2,1.0
2628,27339,电脑配置不够，没有摄像头,0.0
2629,27342,赞！,1.0
2630,27348,bangbangbang,1.0
2631,27351,复习vim-3,1.0
2632,27354,只是刚开始,0.0
2633,27357,很好，对于初学者很实用,1.0
2634,27360,"学习了好多之前么有使用过的命令,非常好~",0.0
2635,27363,很成功,1.0
2636,27366,真的不错，学习了,1.0
2637,27369,看来学习不是一日之功啊,1.0
2638,27372,环境太卡，差评,1.0
2639,27375,已完成,1.0
2640,27378,学到了！,1.0
2641,27384,bucuo,1.0
2642,27387,入门ing~,1.0
2643,27390,非常好,1.0
2644,27393,可以的~~一开始想上手Django来着~发现没用过vim，赶紧过来学一下~还是蛮简单的。,1.0
2645,27396,我想说，做超链接的时候网页打不开，403forbidden？？？？？,1.0
2646,27399,刚开始，加油啊！,1.0
2647,27402,次,1.0
2648,27405,啊！好不简单！,0.0
2649,27408,已完成,1.0
2650,27411,复习vim-4,1.0
2651,27414,太次,0.0
2652,27417,感觉学以致用，这种方法很好，先了解了一下与计算机对话，让计算机执行命令的基本步骤，很喜欢,1.0
2653,27432,学会了环境变量如何添加到 家目录的.zshrc里面，并用source 使其立即生效。\n并学会了which 该命令仅仅查找环境变量path里面的目录，可用于查找是否安装了某个软件,1.0
2654,27435,学习java,1.0
2655,27438,实现了第一个小实验！,0.0
2656,27441,真在学习种,1.0
2657,27444,good,1.0
2658,27447,开启学习之路，第一步。,1.0
2659,27450,革命道路长远，成功还需努力,1.0
2660,27453,非常好！！,1.0
2661,27456,第一节看着还可以，继续往下看，希望不要失望,1.0
2662,27459,体验非常不错，实验楼果然名不虚传，我会继续支持的，考虑成为会员,1.0
2663,27462,经过几次实际操作，对mysql的基本命令有了一定的了解和掌握。继续加油！,0.0
2664,27465,复习linux-1,1.0
2665,27468,一些简单的执行代码不懂,0.0
2666,27471,教程简单明了，实操环境 易操作。,1.0
2667,27474,待续,1.0
2668,27480,很赞,1.0
2669,27483,这个环境不错,1.0
2670,27489,还不错硬菜有点少，继续，,1.0
2671,27492,完成,1.0
2672,27498,已完成,1.0
2673,27510,bucuo!!!!!!!!!!!,1.0
2674,27513,效学习时间 18 分钟，怎么计算的啊？,0.0
2675,27516,好吧,1.0
2676,27519,已完成,1.0
2677,27522,感觉好神奇呀,1.0
2678,27525,还是硬菜太少,1.0
2679,27528,这个开发环境不错，延迟很小，支持一下,1.0
2680,27531,赞,1.0
2681,27534,fuck！,1.0
2682,27537,网络这块扩展的太少，希望结合现实中的需求多扩展扩展，如：映射远程端口，ssh远程映射端口登陆容器,1.0
2683,27540,东西不错，可以再讲深入点！,1.0
2684,27543,不错，棒棒的,1.0
2685,27546,教程太简单,0.0
2686,27552,先熟悉一下，然后自己搭一个linux系统,0.0
2687,27555,第一次接触，感觉不错，暂时没时间，下次再学,1.0
2688,27558,git-1,1.0
2689,27561,应该增加个暂停功能。。。,1.0
2690,27564,sudo gem stall sass 不可用,0.0
2691,27567,没有 实验的 IP，又不能乱攻击别人。 需要一点网络知识和scapy框架，socket编程基础就OK。,0.0
2692,27570,很糟糕的学习时间计算方式，我认为应该将看文档的时间也算进去,0.0
2693,27573,实验楼的体验不错，实验课程熟悉起来很快。,1.0
2694,27576,实验楼的体验不错，实验课程熟悉起来很快。,1.0
2695,27582,效率低,1.0
2696,27588,很新颖的学习体验！,1.0
2697,27591,git-2 第一部分,0.0
2698,27594,感谢平台，能学到东西,1.0
2699,27597,太慢了,0.0
2700,27600,根本打不开啊，怎么联系客服呢,0.0
2701,27603,很好写   但是系统是怎么运行的？比较好气这个,0.0
2702,27606,模拟界面太卡了，根本用不了,0.0
2703,27609,还没实验完。。。环境不好使不能联网，直接在Windows中做的,0.0
2704,27612,本次实验学习时间 59 分钟，其中有效学习时间 9 分钟，历史累计 45 分钟。,1.0
2705,27615,Nice,1.0
2706,27618,让我继续笑下去,0.0
2707,27624,关于用户及文件权限的细节还需要多查看man来熟悉。,0.0
2708,27627,已完成,1.0
2709,27642,很好，很强大，但是我安装Redis没有成功,1.0
2710,27648,funny,1.0
2711,27660,挺好的,1.0
2712,27663,"讲的太简略了,还是需要先看看书",0.0
2713,27666,复习git-2,1.0
2714,27669,good,1.0
2715,27672,蛮不错的，可以练习,1.0
2716,27675,还行,1.0
2717,27678,很不错的网站。感谢提供那么好的实验学习环境,1.0
2718,27681,nice,1.0
2719,27684,还不知道怎么玩,1.0
2720,27687,good,1.0
2721,27699,能边学边练习，真的感觉太好了，能及时的巩固一下刚学的东西,0.0
2722,27702,第一次接触，太赞了。,1.0
2723,27705,终于可以熬到下班了，哈哈哈。。,1.0
2724,27711,不错 ~,1.0
2725,27714,感觉还不错,1.0
2726,27720,从基本开始,1.0
2727,27726,需要连网才可以试验哇哇哇,0.0
2728,27729,还不错,1.0
2729,27732,bucuo,1.0
2730,27735,good,1.0
2731,27738,感觉好多东西实验之后还得回去再看一遍，不然过后就忘掉了，记不住啊,0.0
2732,27741,内容十分基础一看就懂，但是对我来说有这样实际操作经历的意义更大,0.0
2733,27750,等会继续,0.0
2734,27762,有点难，有点深,0.0
2735,27765,编辑器半天调不好，在自己环境下运行了,0.0
2736,27768,first time,1.0
